group,total_sample,sample_2018_no,sample_2017_no,two_sided_p_value,two_sided_t_statistic,two_sided_CI,Act_per_2018_Mean,Act_per_2017_Mean,two_sided_des,greater_p_value,greater_t_statistic,greater_CI,premium_2018_Mean,premium_2017_Mean,greater_des,y_2017,y_2018,y_score,not_equal_sig,greater_sig
03 Widow_Good,11,9,2,0.0,17.36,"(3.8042376330056933, 4.970933933941195)",9.73,5.34,Two-Sample Welch's t-test,0.003,3.75,"(inf, 30554.922080938864)",23411.67,4500.0,Two-Sample Welch's t-test,2.5101311682987166,11.746816671498339,9.236685503199622,True,True
04 Divorce_Good,8,5,3,0.001,8.72,"(3.2611024454748225, 6.270044008721525)",9.42,4.65,Two-Sample Welch's t-test,0.091,1.61,"(inf, 22781.378905848687)",12720.0,4340.0,Two-Sample Welch's t-test,3.628418711716281,4.445612543896929,0.8171938321806481,True,False
03 Widow_Excellent,8,8,0,,,,,,,,,,,,,,,,,
04 Divorce_Excellent,7,7,0,,,,,,,,,,,,,,,,,
04 Divorce_Very Good,6,3,3,0.019,7.18,"(1.7121604021918402, 6.776674854853127)",6.94,2.7,Two-Sample Welch's t-test,0.005,9.58,"(inf, 3622.4498911297223)",6999.67,4500.0,Two-Sample Welch's t-test,2.7775034564487457,2.9004384014232163,0.12293494497447044,True,True
03 Widow_Very Good,6,5,1,,10.73,"(nan, nan)",7.58,3.28,Two-Sample Welch's t-test,,1.58,"(inf, nan)",14384.2,10875.0,Two-Sample Welch's t-test,3.780228795089005,10.355243853099259,6.575015058010254,,
"1-60,000_A1",1571,830,741,0.178,1.35,"(-0.036803797953140496, 0.19871474986112114)",8.86,8.78,Two-Sample Welch's t-test,,,"(inf, nan)",4500.0,4500.0,Two-Sample Welch's t-test,17.628865979381445,17.05596273717378,-0.5729032422076646,False,
"1-60,000_E1",1505,830,675,0.0,14.99,"(1.7262693214220748, 2.2463819276)",6.62,4.63,Two-Sample Welch's t-test,0.0,14.82,"(inf, 1021.1728259847014)",3122.71,2220.91,Two-Sample Welch's t-test,9.904444964184204,14.085138503726094,4.180693539541889,True,True
"60,001-88,000_A1",1476,397,1079,0.0,10.1,"(1.285457602228345, 1.906701751365206)",8.46,6.87,Two-Sample Welch's t-test,0.0,9.48,"(inf, 1228.328930159513)",5935.77,4918.44,Two-Sample Welch's t-test,15.924025564857322,13.061190555370802,-2.8628350094865196,True,True
"60,001-88,000_E1",937,631,306,0.0,20.79,"(3.521155303146119, 4.255239446956696)",7.79,3.9,Two-Sample Welch's t-test,0.0,20.78,"(inf, 3240.242724178362)",5646.8,2686.23,Two-Sample Welch's t-test,5.026421297005465,13.478653870923996,8.452232573918531,True,True
"88,001-130,0000_A1",837,356,481,0.03,-2.17,"(-0.721934306276377, -0.036452686757063146)",6.53,6.91,Two-Sample Welch's t-test,0.558,-0.15,"(inf, 337.0793673503059)",7108.15,7135.14,Two-Sample Welch's t-test,9.050274910011472,6.8978206648403315,-2.15245424517114,True,False
"130,000-190,000_E1",540,421,119,0.0,19.04,"(4.87545700911708, 5.997491254548712)",8.7,3.26,Two-Sample Welch's t-test,0.0,18.83,"(inf, 9439.051427443723)",13702.34,5155.34,Two-Sample Welch's t-test,1.5863011594632352,8.861563347162521,7.275262187699286,True,True
"88,001-130,0000_E1",538,421,117,0.0,23.76,"(5.70034733783693, 6.728133236417386)",9.0,2.78,Two-Sample Welch's t-test,0.0,23.15,"(inf, 7206.4203897795105)",9584.25,2941.67,Two-Sample Welch's t-test,1.7592027503212493,10.511754299788864,8.752551549467615,True,True
"130,000-190,000_A1",508,347,161,0.0,5.41,"(0.8134722320765436, 1.742077399329867)",5.93,4.65,Two-Sample Welch's t-test,0.0,5.05,"(inf, 2596.9958794408712)",9220.46,7350.93,Two-Sample Welch's t-test,4.063449554514086,6.554807780953259,2.4913582264391736,True,True
"190,001-300,0000_E1",473,373,100,0.0,22.9,"(5.882251302675836, 6.986834137238971)",9.33,2.89,Two-Sample Welch's t-test,0.0,22.48,"(inf, 16531.135837202914)",21973.55,6771.3,Two-Sample Welch's t-test,0.9548529403366035,7.3635650495705045,6.4087121092339006,True,True
"60,001-88,000_A2",365,365,0,,,,,,,,,,,,,,,,,
"190,001-300,0000_A1",365,230,135,0.182,1.34,"(-0.20022357376244337, 1.0517696188803891)",4.97,4.54,Two-Sample Welch's t-test,0.083,1.39,"(inf, 2506.0431788870737)",11458.7,10422.22,Two-Sample Welch's t-test,3.969866260369054,4.955158215353376,0.9852919549843221,False,False
"88,001-130,0000_A2",350,240,110,0.0,17.45,"(2.078957710452845, 2.6070064721750965)",11.09,8.75,Two-Sample Welch's t-test,0.0,9.86,"(inf, 1550.4612288946373)",11526.56,10234.09,Two-Sample Welch's t-test,6.975717439293598,6.393877409513244,-0.5818400297803548,True,True
"300,001+_E1",317,275,42,0.0,22.88,"(6.582422098915471, 7.822471363781547)",9.77,2.56,Two-Sample Welch's t-test,0.0,15.93,"(inf, 39333.468224563585)",45413.84,10404.64,Two-Sample Welch's t-test,0.28765182488043634,5.507349873588935,5.219698048708499,True,True
"88,001-130,0000_C1",306,133,173,0.0,5.41,"(1.1614709201535756, 2.49561916210897)",9.85,8.02,Two-Sample Welch's t-test,0.0,5.79,"(inf, 2925.036075465212)",10518.59,8337.85,Two-Sample Welch's t-test,15.732986166252777,12.098777817367932,-3.634208348884846,True,True
"60,001-88,000_C1",257,133,124,0.0,5.16,"(0.94931434643799, 2.124564372576263)",10.16,8.62,Two-Sample Welch's t-test,0.0,4.46,"(inf, 1481.8372739917136)",7596.39,6569.07,Two-Sample Welch's t-test,19.000568222108598,13.58690207148078,-5.413666150627819,True,True
"130,000-190,000_A2",239,88,151,0.0,4.54,"(0.8251320805537959, 2.103565990676684)",9.1,7.63,Two-Sample Welch's t-test,0.0,5.14,"(inf, 3997.928485831927)",14437.5,11552.98,Two-Sample Welch's t-test,6.39283211257541,2.986837813296189,-3.4059942992792207,True,True
"130,000-190,000_C1",230,119,111,0.539,0.62,"(-0.5322807921313302, 1.0146760187868125)",8.11,7.87,Two-Sample Welch's t-test,0.259,0.65,"(inf, 1685.212576389963)",12850.59,12433.68,Two-Sample Welch's t-test,11.877687970654394,10.806575360355213,-1.071112610299181,False,False
"300,001+_C1",210,127,83,0.0,-8.52,"(-3.6633281001203097, -2.284944437285113)",4.71,7.68,Two-Sample Welch's t-test,1.0,-4.98,"(inf, -5298.725828208653)",21089.38,29863.43,Two-Sample Welch's t-test,6.332977950490933,6.180349801645539,-0.15262814884539344,True,False
"300,001+_A1",199,148,51,0.053,1.95,"(-0.009330789323860889, 1.5482535028287732)",3.99,3.22,Two-Sample Welch's t-test,0.003,2.82,"(inf, 8358.357980168239)",18152.03,13235.29,Two-Sample Welch's t-test,1.443001443001443,4.1764801902851945,2.733478747283751,False,True
"190,001-300,0000_C1",194,124,70,0.0,-5.23,"(-3.002804253221582, -1.3566580333248335)",5.69,7.87,Two-Sample Welch's t-test,1.0,-5.98,"(inf, -4098.221365756129)",13240.0,19353.7,Two-Sample Welch's t-test,7.783207778295729,9.58008582024058,1.7968780419448507,True,False
"1-60,000_A2",153,153,0,,,,,,,,,,,,,,,,,
"190,001-300,0000_A2",152,85,67,0.001,3.53,"(0.7828903956113333, 2.78632312048816)",8.93,7.14,Two-Sample Welch's t-test,0.001,3.2,"(inf, 6399.064817629996)",20770.59,16813.43,Two-Sample Welch's t-test,3.1847336337132255,2.866065612691533,-0.3186680210216928,True,True
"1-60,000_C1",152,44,108,0.048,2.03,"(0.014163771343842502, 2.556092224161343)",8.61,7.33,Two-Sample Welch's t-test,0.002,2.94,"(inf, 1995.6204165768545)",4129.89,2942.69,Two-Sample Welch's t-test,17.114354720151212,12.182016617661057,-4.932338102490154,True,True
"300,001+_A2",90,54,36,0.754,-0.31,"(-1.7898000688453297, 1.3008988399008323)",7.81,8.06,Two-Sample Welch's t-test,0.429,0.18,"(inf, 9057.953725187952)",33215.28,32468.75,Two-Sample Welch's t-test,1.3024075946616749,1.3210663543761187,0.018658759714443827,False,False
"300,001+_H1",11,0,11,,,,,,,,,,,,,,,,,
"190,001-300,0000_H1",5,0,5,,,,,,,,,,,,,,,,,
"300,001+_H2",3,0,3,,,,,,,,,,,,,,,,,
"130,000-190,000_H1",1,0,1,,,,,,,,,,,,,,,,,
"1-60,000_Good",1139,610,529,0.0,162.39,"(4.923592743902519, 5.044030468391682)",9.21,4.22,Two-Sample Welch's t-test,0.0,104.96,"(inf, 2464.1591285854506)",4471.7,2052.77,Two-Sample Welch's t-test,13.492585938257154,16.356651844720112,2.864065906462959,True,True
"60,001-88,000_Normal",913,191,722,0.0,106.05,"(4.963164730531, 5.150848337013075)",11.59,6.53,Two-Sample Welch's t-test,0.0,59.55,"(inf, 4406.666708069416)",8909.26,4643.79,Two-Sample Welch's t-test,14.115401189884583,12.101157251369237,-2.014243938515345,True,True
"1-60,000_Very Risk",541,189,352,0.0,41.58,"(10.256124542897732, 11.277723669685008)",20.28,9.51,Two-Sample Welch's t-test,0.0,33.82,"(inf, 6017.20781103948)",10121.07,4435.44,Two-Sample Welch's t-test,15.77183472503672,6.63074981486147,-9.141084910175252,True,True
"1-60,000_Risk",535,59,476,0.0,86.26,"(4.830660540170412, 5.059200952855716)",13.26,8.32,Two-Sample Welch's t-test,0.0,11.42,"(inf, 2092.261044116329)",6147.19,4366.84,Two-Sample Welch's t-test,15.148198611033376,15.04135830245371,-0.10684030857966431,True,True
"60,001-88,000_Very Risk",535,373,162,0.0,67.84,"(6.557132454147392, 6.948319085455233)",16.29,9.54,Two-Sample Welch's t-test,0.0,56.92,"(inf, 5258.5675398244475)",11475.44,6392.33,Two-Sample Welch's t-test,11.195128511487699,7.97857453174008,-3.21655397974762,True,True
"1-60,000_Excellent",517,517,0,,,,,,,,,,,,,,,,,
"60,001-88,000_Very Good",498,349,149,0.0,86.31,"(3.816653138461553, 3.9944737581651593)",6.8,2.9,Two-Sample Welch's t-test,0.0,77.8,"(inf, 2771.7670946147023)",4725.97,2022.48,Two-Sample Welch's t-test,12.249536907751049,13.267918455945471,1.018381548194422,True,True
"88,001-130,0000_Normal",467,225,242,0.0,95.33,"(4.906380396112344, 5.112906724091366)",11.59,6.58,Two-Sample Welch's t-test,0.0,45.98,"(inf, 5502.756183119002)",12194.6,6917.37,Two-Sample Welch's t-test,9.292058534757121,9.304111442650566,0.012052907893445042,True,True
"1-60,000_Very Good",451,383,68,0.0,130.86,"(4.5008464903539815, 4.638295486712367)",7.75,3.18,Two-Sample Welch's t-test,0.0,57.42,"(inf, 2477.9327979597924)",4199.21,1803.31,Two-Sample Welch's t-test,20.398844190259457,16.09214413136929,-4.306700058890164,True,True
"60,001-88,000_Good",406,137,269,0.0,67.24,"(4.7287631469467915, 5.013720087793168)",9.52,4.65,Two-Sample Welch's t-test,0.0,30.85,"(inf, 3538.58622881781)",6957.55,3631.23,Two-Sample Welch's t-test,13.941714271359881,13.414927636706627,-0.5267866346532535,True,True
"130,000-190,000_Excellent",383,383,0,,,,,,,,,,,,,,,,,
"60,001-88,000_Risk",377,170,207,0.0,114.73,"(4.891021645668192, 5.061620791457508)",13.34,8.36,Two-Sample Welch's t-test,0.0,44.73,"(inf, 3831.7959132055857)",9839.32,6169.21,Two-Sample Welch's t-test,11.106537359270883,12.791091319208686,1.6845539599378025,True,True
"190,001-300,0000_Excellent",375,375,0,,,,,,,,,,,,,,,,,
"88,001-130,0000_Good",371,217,154,0.0,79.21,"(4.661812696614594, 4.899200579855326)",9.5,4.72,Two-Sample Welch's t-test,0.0,54.16,"(inf, 5397.609027774627)",10050.29,4841.82,Two-Sample Welch's t-test,9.728294642569413,7.2220564640977285,-2.5062381784716843,True,True
"130,000-190,000_Very Good",367,189,178,0.0,60.44,"(4.204703418367559, 4.4878548191509)",6.97,2.63,Two-Sample Welch's t-test,0.0,45.7,"(inf, 6917.932009453731)",10848.23,4216.26,Two-Sample Welch's t-test,6.386915543621492,7.46237078940115,1.0754552457796578,True,True
"88,001-130,0000_Risk",353,143,210,0.0,111.91,"(4.879109040101659, 5.0537193463646535)",13.31,8.35,Two-Sample Welch's t-test,0.0,32.06,"(inf, 4829.770959645665)",13676.33,9126.45,Two-Sample Welch's t-test,6.1329676973708755,8.979495529501735,2.8465278321308594,True,True
"88,001-130,0000_Excellent",334,334,0,,,,,,,,,,,,,,,,,
"60,001-88,000_Excellent",306,306,0,,,,,,,,,,,,,,,,,
"300,001+_Excellent",292,292,0,,,,,,,,,,,,,,,,,
"88,001-130,0000_Very Good",253,160,93,0.0,76.28,"(5.16249786618961, 5.43630323094125)",7.3,2.0,Two-Sample Welch's t-test,0.0,64.06,"(inf, 6399.844340440284)",8320.06,2111.45,Two-Sample Welch's t-test,9.247298662340445,7.756389262064841,-1.490909400275603,True,True
"88,001-130,0000_Very Risk",253,71,182,0.0,56.43,"(4.9478523240380605, 5.309684232709574)",14.69,9.57,Two-Sample Welch's t-test,0.0,23.96,"(inf, 6038.992953539818)",15531.79,9955.0,Two-Sample Welch's t-test,7.607830151573358,7.611132177281417,0.0033020257080587645,True,True
"130,000-190,000_Normal",238,97,141,0.0,63.48,"(4.797630198483192, 5.105269401932889)",11.63,6.68,Two-Sample Welch's t-test,0.0,33.1,"(inf, 8577.48188962589)",18451.53,10357.14,Two-Sample Welch's t-test,4.616257404832091,6.30787200609233,1.691614601260239,True,True
"130,000-190,000_Risk",221,109,112,0.0,92.21,"(4.908393245298588, 5.12279549993429)",13.32,8.31,Two-Sample Welch's t-test,0.0,31.05,"(inf, 8608.116354437618)",20969.03,12875.37,Two-Sample Welch's t-test,4.587664223449672,6.431352978017755,1.8436887545680833,True,True
"190,001-300,0000_Very Good",219,74,145,0.0,44.1,"(4.5295329343127335, 4.956623894096268)",7.0,2.25,Two-Sample Welch's t-test,0.0,30.64,"(inf, 11338.413564204164)",16011.96,5364.0,Two-Sample Welch's t-test,5.553878685689154,5.301044201264706,-0.25283448442444817,True,True
"1-60,000_Normal",198,99,99,0.0,51.11,"(4.579258296576994, 4.946868123637814)",11.53,6.76,Two-Sample Welch's t-test,0.0,12.87,"(inf, 2474.866805163262)",5206.51,3060.59,Two-Sample Welch's t-test,8.330043448473806,13.112597169050296,4.782553720576492,True,True
"130,000-190,000_Good",176,126,50,0.0,38.82,"(4.417285975854059, 4.894234861495933)",9.42,4.76,Two-Sample Welch's t-test,0.0,22.12,"(inf, 7127.9268828160475)",14526.4,7985.94,Two-Sample Welch's t-test,3.691988057581762,7.004053706395908,3.3120656488141456,True,True
"190,001-300,0000_Good",166,100,66,0.0,50.54,"(4.699660095991326, 5.082130330943561)",9.38,4.49,Two-Sample Welch's t-test,0.0,28.4,"(inf, 12242.279246396754)",21768.5,10322.35,Two-Sample Welch's t-test,3.541252452795862,7.008205155149239,3.4669527023533764,True,True
"190,001-300,0000_Risk",160,98,62,0.0,74.27,"(4.754440525265235, 5.01451282084555)",13.32,8.44,Two-Sample Welch's t-test,0.0,24.5,"(inf, 12655.855923717256)",31695.22,19983.98,Two-Sample Welch's t-test,2.3524037329303598,5.048137208454227,2.695733475523867,True,True
"190,001-300,0000_Normal",153,92,61,0.0,55.3,"(4.95369879031808, 5.32110854413708)",11.58,6.45,Two-Sample Welch's t-test,0.0,23.94,"(inf, 13301.360543487071)",27417.96,15131.1,Two-Sample Welch's t-test,3.3453586622146307,5.740854860393522,2.3954961981788916,True,True
"300,001+_Very Good",143,62,81,0.0,40.69,"(4.843695816945815, 5.339532389564908)",7.21,2.11,Two-Sample Welch's t-test,0.0,8.59,"(inf, 31520.802836538078)",34592.32,9020.93,Two-Sample Welch's t-test,1.7234383942152078,4.446606180893802,2.7231677866785944,True,True
"130,000-190,000_Very Risk",133,71,62,0.0,68.44,"(4.965492198155468, 5.261278913881254)",14.61,9.5,Two-Sample Welch's t-test,0.0,22.99,"(inf, 9707.246807797615)",23047.72,14110.24,Two-Sample Welch's t-test,4.120283346220085,5.601173530447893,1.4808901842278073,True,True
"190,001-300,0000_Very Risk",116,73,43,0.0,47.57,"(4.998496756731811, 5.433842018309402)",14.71,9.49,Two-Sample Welch's t-test,0.0,15.85,"(inf, 12701.49604685702)",34107.37,22819.3,Two-Sample Welch's t-test,2.1221320598392666,5.097162851253453,2.975030791414186,True,True
"300,001+_Normal",104,63,41,0.0,40.82,"(4.759646241761787, 5.2465427455026346)",11.55,6.55,Two-Sample Welch's t-test,0.0,8.81,"(inf, 25841.169262285286)",47183.62,26093.44,Two-Sample Welch's t-test,2.012265207966511,4.083096453910821,2.0708312459443103,True,True
"300,001+_Risk",104,60,44,0.0,56.57,"(4.752290749869388, 5.0979139010565255)",13.4,8.47,Two-Sample Welch's t-test,0.0,6.55,"(inf, 34690.57744895008)",58347.2,31763.25,Two-Sample Welch's t-test,1.7710146284723844,3.188095544404912,1.4170809159325275,True,True
"300,001+_Very Risk",96,63,33,0.0,57.63,"(4.948715375414715, 5.30203841376258)",14.63,9.5,Two-Sample Welch's t-test,0.0,4.61,"(inf, 37532.54099968082)",67270.0,41044.18,Two-Sample Welch's t-test,1.0961258982320143,3.960624161868066,2.864498263636052,True,True
"300,001+_Good",91,64,27,0.0,28.31,"(4.690016693139999, 5.410887598322921)",9.45,4.4,Two-Sample Welch's t-test,0.0,7.56,"(inf, 31407.777021485526)",43622.91,18754.37,Two-Sample Welch's t-test,1.2904453329473984,6.026613481408635,4.736168148461236,True,True
E1_Excellent,1218,1218,0,,,,,,,,,,,,,,,,,
A1_Good,1028,664,364,0.0,117.79,"(4.192860006617013, 4.335014491697669)",9.2,4.93,Two-Sample Welch's t-test,0.0,3.89,"(inf, 1850.2203416655177)",7172.44,5942.31,Two-Sample Welch's t-test,5.227668213457077,10.468528471100267,5.240860257643191,True,True
A1_Normal,1025,83,942,0.0,77.71,"(4.897153757392756, 5.153815243314453)",11.55,6.53,Two-Sample Welch's t-test,0.0,8.74,"(inf, 9766.07360995429)",13481.93,5527.07,Two-Sample Welch's t-test,9.193971340025959,7.818067491092013,-1.3759038489339446,True,True
E1_Good,1025,365,660,0.0,145.34,"(5.356010832669566, 5.502712810479779)",9.54,4.11,Two-Sample Welch's t-test,0.0,13.81,"(inf, 12326.518470194529)",13251.62,2461.5,Two-Sample Welch's t-test,6.050746357043534,7.678059445575608,1.6273130885320743,True,True
A1_Very Good,923,760,163,0.0,87.79,"(4.7961066834793105, 5.016146746199857)",7.31,2.41,Two-Sample Welch's t-test,0.0,5.63,"(inf, 1847.4688116425928)",6688.82,5319.02,Two-Sample Welch's t-test,3.306636155606407,7.679235022206108,4.372598866599701,True,True
E1_Very Good,829,304,525,0.0,82.89,"(4.320656463551614, 4.530515087494234)",6.99,2.56,Two-Sample Welch's t-test,0.0,7.37,"(inf, 7661.326319532327)",9504.08,3457.91,Two-Sample Welch's t-test,8.339385503731215,8.258253494460227,-0.08113200927098718,True,True
A1_Risk,736,69,667,0.0,96.52,"(4.89566088673201, 5.101693814151012)",13.33,8.33,Two-Sample Welch's t-test,0.0,8.77,"(inf, 10565.145110098909)",14565.22,5957.27,Two-Sample Welch's t-test,7.283475391806434,4.389125450376679,-2.8943499414297547,True,True
A1_Excellent,666,666,0,,,,,,,,,,,,,,,,,
A1_Very Risk,578,66,512,0.0,21.28,"(5.368040183166111, 6.479987058697064)",15.45,9.52,Two-Sample Welch's t-test,0.0,5.54,"(inf, 9339.290316439166)",12977.27,6111.33,Two-Sample Welch's t-test,14.091738161183546,5.192797380865769,-8.898940780317776,True,True
A2_Very Risk,566,469,97,0.0,58.6,"(8.330267768867829, 8.908201625158055)",18.11,9.49,Two-Sample Welch's t-test,1.0,-4.7,"(inf, -3553.6829597632122)",12650.85,18800.26,Two-Sample Welch's t-test,2.4975476475391734,4.152919406275838,1.655371758736664,True,False
E1_Normal,508,434,74,0.0,64.27,"(4.887473418381166, 5.198945031611403)",11.57,6.53,Two-Sample Welch's t-test,0.0,19.32,"(inf, 15424.641875521294)",17531.47,3530.47,Two-Sample Welch's t-test,0.4877652610427708,7.03181815787336,6.544052896830589,True,True
E1_Risk,424,368,56,0.0,83.48,"(4.827062737401254, 5.063112587663581)",13.31,8.36,Two-Sample Welch's t-test,0.0,12.03,"(inf, 18375.04935516476)",22362.35,6569.73,Two-Sample Welch's t-test,0.3988906458704239,6.626465059544493,6.22757441367407,True,True
C1_Risk,330,80,250,0.0,95.54,"(4.86669935197463, 5.0723620871219)",13.31,8.34,Two-Sample Welch's t-test,0.002,2.98,"(inf, 6284.57741530404)",16244.71,12468.68,Two-Sample Welch's t-test,15.689273197673446,13.136711146549096,-2.552562051124349,True,True
E1_Very Risk,306,262,44,0.0,93.01,"(5.0223377160650875, 5.240829139467064)",14.64,9.51,Two-Sample Welch's t-test,0.0,11.84,"(inf, 27137.939025035514)",30628.74,7357.5,Two-Sample Welch's t-test,0.27409689125711945,7.004462450955656,6.730365559698537,True,True
C1_Normal,280,90,190,0.0,64.43,"(4.731272003699811, 5.030450997856692)",11.59,6.71,Two-Sample Welch's t-test,0.003,2.78,"(inf, 4514.948933482944)",13718.68,11076.43,Two-Sample Welch's t-test,13.78180948519111,11.35770182147335,-2.42410766371776,True,True
A2_Risk,260,122,138,0.0,99.31,"(4.894268203911395, 5.092289158115861)",13.4,8.41,Two-Sample Welch's t-test,0.0,4.25,"(inf, 8127.948698835098)",19260.25,13711.96,Two-Sample Welch's t-test,3.628440762792303,2.695679856826962,-0.9327609059653411,True,True
A2_Normal,258,160,98,0.0,64.07,"(4.744529067401227, 5.045887432759897)",11.62,6.72,Two-Sample Welch's t-test,0.0,3.93,"(inf, 4474.971261140081)",14271.09,11292.09,Two-Sample Welch's t-test,3.5505023160680986,3.856384663128428,0.30588234706032946,True,True
C1_Excellent,257,257,0,,,,,,,,,,,,,,,,,
C1_Very Risk,223,43,180,0.0,31.58,"(4.900180580076651, 5.56747056616556)",14.78,9.55,Two-Sample Welch's t-test,0.0,3.74,"(inf, 10913.394334624121)",19668.28,12558.12,Two-Sample Welch's t-test,11.293070656124488,10.412642973833577,-0.8804276822909102,True,True
C1_Good,162,120,42,0.0,60.38,"(4.1137608446765626, 4.39210325348111)",9.4,5.15,Two-Sample Welch's t-test,0.0,4.7,"(inf, 9220.248052319868)",13453.42,6978.07,Two-Sample Welch's t-test,2.488913943052524,11.1744723742055,8.685558431152977,True,True
A2_Good,132,105,27,0.0,33.35,"(4.324551472618833, 4.881754894678807)",9.49,4.89,Two-Sample Welch's t-test,0.02,2.08,"(inf, 5461.274385023233)",13782.14,10986.11,Two-Sample Welch's t-test,3.2043751265950986,4.186919538234529,0.98254441163943,True,True
C1_Very Good,97,90,7,0.0,19.8,"(4.548346098689936, 5.746327440502914)",7.28,2.13,Two-Sample Welch's t-test,0.0,10.29,"(inf, 14142.487653623162)",13728.39,1879.14,Two-Sample Welch's t-test,0.08072340047662031,9.660745061667292,9.58002166119067,True,True
A2_Very Good,67,63,4,0.0,31.08,"(3.8748378602091327, 4.422745120125701)",7.22,3.07,Two-Sample Welch's t-test,0.26,0.65,"(inf, 1853.1605487660745)",12071.43,11625.0,Two-Sample Welch's t-test,1.5794166348235894,3.212266168247985,1.6328495334243953,True,False
A2_Excellent,66,66,0,,,,,,,,,,,,,,,,,
H1_Very Good,15,0,15,,,,,,,,,,,,,,,,,
H1_Good,2,0,2,,,,,,,,,,,,,,,,,
H2_Normal,2,0,2,,,,,,,,,,,,,,,,,
H2_Very Risk,1,0,1,,,,,,,,,,,,,,,,,
